general_totalTime,general_totalPatients,proportion_CriticalPatients,proportion_UrgentPatients,proportion_ModeratePatients,proportion_LowPatients,proportion_NonUrgentPatients,proportion_totalPatientsDeclinedAccess,arrival_waitingTime_average,arrival_waitingTime_total,reception_serviceTime_duration_average,reception_serviceTime_duration_total,reception_waitingInQueue_duration_average,reception_waitingInQueue_duration_total,nurse_proportion_moderatePatients,nurse_proportion_lowPatients,nurse_serviceTime_duration_moderate_average,nurse_serviceTime_duration_moderate_total,nurse_serviceTime_duration_low_average,nurse_serviceTime_duration_low_total,nurse_waitingInQueue_duration_moderate_average,nurse_waitingInQueue_duration_moderate_total,nurse_waitingInQueue_duration_low_average,nurse_waitingInQueue_duration_low_total,nurse_revaluations_moderate_toCritical,nurse_revaluations_moderate_toUrgent,nurse_revaluations_moderate_toModerate,nurse_revaluations_moderate_toLow,nurse_revaluations_moderate_toNon-urgent,nurse_revaluations_low_toCritical,nurse_revaluations_low_toUrgent,nurse_revaluations_low_toModerate,nurse_revaluations_low_toLow,nurse_revaluations_low_toNon-urgent,doctor_proportion_totalPatients,doctor_proportion_criticalPatients,doctor_proportion_urgentPatients,doctor_proportion_moderatePatients,doctor_proportion_lowPatients,doctor_serviceTime_duration_critical_average,doctor_serviceTime_duration_critical_total,doctor_serviceTime_duration_urgent_average,doctor_serviceTime_duration_urgent_total,doctor_serviceTime_duration_moderate_average,doctor_serviceTime_duration_moderate_total,doctor_serviceTime_duration_low_average,doctor_serviceTime_duration_low_total,doctor_waitingInQueue_duration_critical_average,doctor_waitingInQueue_duration_critical_total,doctor_waitingInQueue_duration_urgent_average,doctor_waitingInQueue_duration_urgent_total,doctor_waitingInQueue_duration_moderate_average,doctor_waitingInQueue_duration_moderate_total,doctor_waitingInQueue_duration_low_average,doctor_waitingInQueue_duration_low_total,doctor_assesment_criticalEnterHospitalRatio,doctor_assesment_urgentEnterHospitalRatio,doctor_assesment_moderateEnterHospitalRatio,doctor_assesment_lowEnterHospitalRatio,financials_entryRate,financials_revenue_total,financials_revenue_perPatientAverage,financials_expenses_total,financials_expenses_perPatientAverage,financials_profit_total,financials_profit_perPatientAverage
19969.0378280375,9245,0.06284478096268253,0.16819902650081126,0.4656571119524067,0.21687398593834506,0.11087074094104922,0,2.0043929153961755,18530.61250283764,3.039936820148173,28104.215902269858,4.209319868553902,38915.16218478083,0.7039913029973598,0.29600869700264015,3.611263447179725,16369.857206065693,4.482452990038448,8543.555399013281,0.07320482506652545,331.8374720265599,0.09690124961159029,184.6937817596911,0.023384072358261638,0.027796161482461945,0.9174939333774542,0.026472534745201854,0.0050739024928303554,0.0,0.006820566631689402,0.03830010493179433,0.9113326337880377,0.04354669464847849,8900,0.07067415730337079,0.18674157303370786,0.5169662921348315,0.22561797752808987,4.394040787369162,2763.8516552552032,6.593501019416125,10958.398694269601,9.531236841574898,43853.22070808611,14.564147224262525,29244.80762631915,3.3409232907522717,2101.440749883179,4.458285587094681,7409.67064575136,419.1842720535291,1928666.8357182876,15389.201412833403,30901516.436969474,0.9236883942766295,0.8922984356197352,0.41469245816126926,0.09810756972111553,0.4806922660897783,3507150,379.3564088696593,230904.09711632988,24.97610569132827,3276245.9028836703,354.380303178331
19939.875538911834,9270,0.05976267529665588,0.16709816612729234,0.47583603020496223,0.2042071197411003,0.11639697950377562,0,1.9956865069671674,18500.013919585643,3.0251813625186665,28043.431230548038,3.8809577851386954,35976.47866823571,0.7160761256382485,0.2839238743617515,3.620613815632487,16756.20073874715,4.48366678698021,8227.528554108685,0.07929979833419626,366.99946669066026,0.10683799522582577,196.04772123939028,0.022687986171132237,0.02484874675885912,0.9196197061365601,0.026361279170267933,0.00648228176318064,0.0,0.011444141689373298,0.04632152588555858,0.8915531335149863,0.05122615803814714,8840,0.067420814479638,0.18925339366515836,0.5288461538461539,0.21447963800904976,4.5020923532359785,2683.2470425286433,6.468251109617094,10821.384106389398,9.446581446581868,44162.76826277024,15.003294788106704,28446.246918250312,3.17684758391993,1893.4011600162785,4.137516675936542,6922.065398841835,533.92469833265,2496097.964705139,15139.528546379592,28704546.123935707,0.9295302013422819,0.8792588164973102,0.43016042780748664,0.10126582278481013,0.4854368932038835,3497500,377.2923408845739,229051.64575671445,24.708915399861322,3268448.3542432855,352.58342548471256
20033.31172997404,9287,0.06396037471734684,0.1667922902982664,0.46775061914504146,0.20469473457521267,0.11252288144718424,0,2.0020896225452947,18593.40632457815,3.0458550847916386,28286.856172459946,3.816541134329981,35444.217514522534,0.717535985141619,0.2824640148583811,3.6927010783017926,17119.36219900711,4.544143085976192,8293.061131906552,0.08013725999566393,371.516337339898,0.08523353465589947,155.55120074701654,0.019413287316652286,0.02825711820534944,0.9184641932700603,0.02911993097497843,0.005176876617773943,0.0,0.012054794520547946,0.041643835616438356,0.8958904109589041,0.05041095890410959,8875,0.07098591549295774,0.1896338028169014,0.524394366197183,0.21498591549295776,4.499271932496495,2834.541317472792,6.580360097862237,11074.746044702146,9.29513567939903,43259.56145192308,14.707220709133836,28061.37711302736,2.9228180090532296,1841.3753457035348,3.86296924034088,6501.377231493701,222.43634174977606,1035218.7345034578,14901.885819789235,28432798.14415786,0.9428571428571428,0.8686868686868687,0.41834980661796306,0.1111111111111111,0.4850866803058038,3523900,379.4443846236675,226849.95946908082,24.426613488648737,3297050.040530919,355.01777113501873
20199.200560575497,9299,0.05581245295193032,0.1633508979460157,0.47564254220883967,0.2080868910635552,0.11162490590386064,0,2.0179125512747644,18764.568814304035,3.022838169712028,28109.37214015215,3.6544401595665286,33982.63904380915,0.7140684410646387,0.2859315589353612,3.5928032098604423,16868.211070294776,4.624463663619366,8693.991687604408,0.08263769081486413,387.9839583757871,0.09773861037459589,183.74858750424028,0.016400425985090523,0.02726304579339723,0.9211927582534611,0.029179978700745474,0.005963791267305644,0.0,0.01276595744680851,0.040957446808510635,0.8968085106382979,0.05,8869,0.06404329687676176,0.1829969556883527,0.5341075656782049,0.21885218175668059,4.71288980255339,2676.9214078503255,6.3731732813215585,10343.66023558489,9.657158912939156,45745.96177059278,14.18382373258161,27530.801864940906,3.083748874567639,1751.569360754419,4.067079909119788,6600.870692501416,504.1468659508871,2388143.7040093523,15200.041273312982,29503280.111500498,0.9137323943661971,0.8909426987060998,0.4175638589824784,0.08552292632663576,0.4745671577588988,3450800,371.09366598558984,229497.8222200151,24.679838931069483,3221302.1777799847,346.41382705452037
20320.513985643487,9306,0.05963894261766602,0.1668815817751988,0.4657210401891253,0.20868257038469804,0.11283043197936815,0,2.0291172269252167,18882.964913766067,3.0600100120310194,28476.453171960668,3.8842427884142663,36146.76338898316,0.7129900076863951,0.2870099923136049,3.632352032590663,16846.848727155495,4.598861293455798,8586.074034881975,0.07393884735999633,342.92837405566297,0.12141123815511873,226.67478163560668,0.018758085381630013,0.028460543337645538,0.9176369124622682,0.030185424752048298,0.004959034066407934,0.0,0.010712372790573112,0.03642206748794858,0.903588644884842,0.049276914836636314,8877,0.0663512447899065,0.18790131801284218,0.5241635687732342,0.22158386842401712,4.668544175275996,2749.772519237562,6.308043923241301,10521.81726396649,9.167044171674018,42654.256530799204,14.883286063656229,29275.4236872118,3.085852033988162,1817.5668480190275,4.034848122093267,6730.12666765157,160.32293458632296,745982.6146301607,14000.311920890248,27538613.54839112,0.9422750424448217,0.8848920863309353,0.4182248012035246,0.10879511947127606,0.48183967332903505,3488850,374.90328820116054,226845.37779542606,24.37624949445799,3262004.622204574,350.5270387067025
20034.297534115558,9220,0.06193058568329718,0.16767895878524947,0.4656182212581345,0.217353579175705,0.10856832971800434,0,2.016737457475443,18594.319357923585,2.983649877236916,27509.251868124367,3.326596557587296,30671.22026095487,0.7080495356037152,0.2919504643962848,3.6862886303601785,16861.084195267456,4.547643080283783,8576.854849415215,0.0664659404730274,304.0152117236273,0.1499384752213966,282.783964267554,0.020113686051595976,0.023611718408395276,0.9191080017490162,0.030826410144293836,0.006340183646698732,0.0005302226935312832,0.009544008483563097,0.03923647932131495,0.8981972428419936,0.05249204665959703,8913,0.06877594524851341,0.18355211488836531,0.5227196230225514,0.22495231684056996,4.488364408911886,2751.367382662986,6.789154687269703,11107.057068373235,9.448790093975818,44021.91304783334,15.020679457411477,30116.462312110012,3.157614641473205,1935.6177752230747,4.331921567215466,7087.023683964502,487.0558237895151,2269193.083035351,15961.358561588679,32002523.9159853,0.9314845024469821,0.9015892420537898,0.4181154754239107,0.10274314214463841,0.48796095444685467,3513000,381.01952277657267,233810.5768974487,25.359064739419598,3279189.423102551,355.66045803715303
20160.832855705623,9306,0.061895551257253385,0.1708575112830432,0.4720610358908231,0.1993337631635504,0.11003653556845046,0,2.0118440374694093,18722.220612690322,3.037714040644032,28268.96686223336,3.4605420289049875,32203.804120989815,0.7249150972522383,0.27508490274776165,3.5275022508652634,16565.150570063277,4.494677559757122,8009.515411487191,0.06286982398211857,295.2366934200288,0.07876578999100313,140.3606377639676,0.0217206132879046,0.02512776831345826,0.920144804088586,0.02768313458262351,0.005536626916524702,0.0,0.011784511784511785,0.03423120089786756,0.9029180695847363,0.051627384960718295,8902,0.06908559874185577,0.19063131880476297,0.5294315884070995,0.21085149404628173,4.661042358348211,2866.5410503841495,6.522465335887234,11068.623675000636,9.361775039452814,44122.04576094111,14.683219622140337,27560.403230757413,3.0238723969824335,1859.6815241441966,4.047111701545008,6867.948557521879,553.745920942673,2609804.525402818,14847.446496278433,27868657.073514618,0.9365853658536586,0.8956982911019447,0.41311266709102484,0.09216835375599361,0.48388136686009026,3528450,379.1586073500967,227814.87400995207,24.480429186541162,3300635.125990048,354.6781781635556
20067.53271834154,9263,0.06099535787541833,0.1692756126524884,0.46723523696426644,0.20889560617510525,0.10979164417575299,0,2.011100029706753,18628.819575173653,2.9735223910910205,27543.73790867612,3.470098124000461,32143.518922616273,0.7142635418283408,0.28573645817165916,3.6414403898423684,16757.90867405458,4.529426919160179,8338.67495817389,0.061062682903904014,281.0104667237663,0.11760924170656137,216.51861398177948,0.020425901781833986,0.026292916123424596,0.9222077357670578,0.026727509778357236,0.004345936549326379,0.0,0.008147745790331342,0.040195545898967955,0.9092884302009777,0.042368278109722976,8902,0.06829925859357448,0.1916423275668389,0.5210065153898,0.21905189844978656,4.728048058885756,2874.6532198025398,6.309433835246932,10763.894122931266,9.374124357691423,43477.18877097282,15.053433074902783,29354.194496060427,2.792843777168523,1698.049016518462,4.121437799316188,7031.172885633416,431.2068717569866,1999937.4712089037,15154.67056182585,29551607.595560405,0.9292763157894737,0.8792497069167644,0.4247520482966796,0.1041025641025641,0.4905538162582317,3535100,381.6366188060024,230100.69429278004,24.840839284549286,3304999.30570722,356.7957795214531
19986.199954483738,9261,0.057985098801425335,0.16542490011877767,0.4696037145016737,0.2099125364431487,0.11456646150523701,0,2.002642732710137,18546.474347628577,3.00271193631337,27808.11524219812,3.778475738511501,34992.46381435501,0.7152369154537008,0.28476308454629917,3.648146200747027,16850.78730125052,4.443853947711353,8172.2474098411785,0.07031388400326488,324.7798302110805,0.09198820617399693,169.16631115398036,0.01970123403334055,0.021866204806235117,0.9229270404849534,0.03139207620697121,0.004329941545789132,0.0,0.013050570962479609,0.03371397498640565,0.9064709081022295,0.048395867319195214,8855,0.06561264822134387,0.18690005646527386,0.5274985883681536,0.21998870694522868,4.752380686085567,2761.1331786157143,6.506446684468852,10768.16926279595,9.242398556984528,43171.24365967473,15.19942359947663,29608.477171780476,3.3043494110776597,1919.8270078361202,3.902449822169076,6458.554455689821,226.69245997738594,1058880.4805543697,15100.003191299933,29414806.21665227,0.9242685025817556,0.8743202416918429,0.41447227574395207,0.09240246406570841,0.4734909836950653,3448400,372.3571968469928,229598.52527698956,24.791979837705384,3218801.4747230103,347.5652170092874
20241.193614738182,9290,0.06038751345532831,0.16996770721205598,0.47179763186221746,0.20495156081808397,0.1092572658772874,0,2.0238725661222734,18801.77613927592,3.021564889491071,28070.33782337205,3.4117196588313576,31694.875630543313,0.7201601724934545,0.2798398275065455,3.5749810186662705,16716.61124328348,4.343346858019434,7891.861241021311,0.08014875556627235,374.77558102788953,0.09053907465046625,164.50949863989717,0.022241231822070145,0.02480752780153978,0.9189478186484175,0.030795551753635585,0.003421727972626176,0.0,0.011557512383048982,0.03742432581177765,0.8998348926802422,0.05118326912493121,8899,0.06877177210922576,0.18968423418361613,0.5256770423643106,0.2158669513428475,4.687924449405,2869.00976303586,6.728660379092569,11357.978719908257,9.471737249214014,44308.786851823155,14.935035896818176,28690.203957787715,2.8071134538230975,1717.9534337397356,4.243594569530076,7163.187633366769,436.3901004244889,2041432.889785759,15560.405146527195,29891538.286478743,0.9166666666666666,0.8874407582938388,0.4209063702436939,0.09318063508589276,0.4828848223896663,3515450,378.41227125941873,232027.4984027057,24.976049343671228,3283422.501597294,353.43622191574747
